team	year	number	position	name	games_played	points	minutes	goals	assists	shots	fouls
FC Jax Destroyers	2012	12	D	Smith, Justin	2		28				1
FC Jax Destroyers	2012	5	D	Tafuri, Casey	8		526			2	5
FC Jax Destroyers	2012	9	M	Tyson, Kendrick	5	1	220		1	2	4
FC Jax Destroyers	2012	21	M	Viera, Maximiliano	10		588			12	6
FC Jax Destroyers	2012	24	M	Vollmer, Jeremy	9		661			1	3
Fort Lauderdale Schulz Academy	2012	10	D	Abrams, Jose	8	2	589	1	0	7	6
Fort Lauderdale Schulz Academy	2012	18	D	Alleyne, Kwesi	2		96	0	0	0	0
Fort Lauderdale Schulz Academy	2012	14	F	Bangai, Kevin	13	6	1125	2	2	28	13
Fort Lauderdale Schulz Academy	2012	7	F	Barron, Jonathan	8	2	618	1		3	8
Fort Lauderdale Schulz Academy	2012		D	Binns, Michael	3		270	0	0	3	3
Fort Lauderdale Schulz Academy	2012	21	M	Braun, Solomon	4		304			1	2
Fort Lauderdale Schulz Academy	2012	4	D	Carvalho, Alan	16		1414	0	0	6	15
Fort Lauderdale Schulz Academy	2012	24	D	Chaplin, Cory	10		823			2	11
Fort Lauderdale Schulz Academy	2012	20	D	Chorak, Karol	6	8	540	3	2	6	3
Fort Lauderdale Schulz Academy	2012	3	M	DiBullo, Vincent	7	3	561	1	1	1	2
Fort Lauderdale Schulz Academy	2012	22	M	Guler, Levent	10	2	700	1	0	6	11
Fort Lauderdale Schulz Academy	2012	17	D	Harris, Jay	8	2	720	1		3	6
Fort Lauderdale Schulz Academy	2012	23	D	Hart, Sean	5		183	0	0	0	1
Fort Lauderdale Schulz Academy	2012	9	D	Henry, Donovan	5		450	0	0	1	7
Fort Lauderdale Schulz Academy	2012	11	F	Johnson, Jamal	10	1	601	0	1	6	16
Fort Lauderdale Schulz Academy	2012		F	Joseph, Marc	5		408			1	9
Fort Lauderdale Schulz Academy	2012		D	Kerster, Richard	5		187	0	0	0	3
Fort Lauderdale Schulz Academy	2012		F	Learmond, Carnell	3		137	0	0	3	1
Fort Lauderdale Schulz Academy	2012	6	M	Livingston, Andrew	13		540	0	0	2	4
Fort Lauderdale Schulz Academy	2012	2	M	Lowell, Alec	6		511	0	0	0	1
Fort Lauderdale Schulz Academy	2012	8	M	Oliveri, Steven	11		948	0	0	14	15
Fort Lauderdale Schulz Academy	2012	16	M	Ouattara, Allassane	7		614			4	17
Fort Lauderdale Schulz Academy	2012	5	D	Papp, Toni	12		556	0	0	0	0
Fort Lauderdale Schulz Academy	2012	1	GK	Perilla, Eric	8		631	0	0	0	0
Fort Lauderdale Schulz Academy	2012	21	D	Pierre, Adler	10		481	0	0	1	4
Fort Lauderdale Schulz Academy	2012	13	F	Richardson, Gregory	6		295	0	0	1	3
Fort Lauderdale Schulz Academy	2012	99	GK	Sante, Drinnan	10		809				
Fort Lauderdale Schulz Academy	2012		F	Smajlaj, Kushtrim	1		9				
Fort Lauderdale Schulz Academy	2012	12	D	Weeg, Jan	5		450	0	0	4	3
Fort Lauderdale Schulz Academy	2012	19	D	Whelan, Trevor	4		141				1
IMG Bradenton Academics	2012		M	Adams, Steven	2		44				1
IMG Bradenton Academics	2012	2	D	Aldred, James	15		1223	0	0	4	6
IMG Bradenton Academics	2012	14	M	Campbell, Jonathan	7	2	265	1	0	9	4
IMG Bradenton Academics	2012	19	D	Chapman, Jason	5		188	0	0	0	3
IMG Bradenton Academics	2012	17	F	Curriston, Brandon	7		73	0	0	0	2
IMG Bradenton Academics	2012	1	GK	Doyle, Shawn	5		450	0	0	0	0
IMG Bradenton Academics	2012	10	M	Eberhardt, Heiko	12	6	921	3		15	11
IMG Bradenton Academics	2012	3	D	Eckford, Jonathan	15	1	1179	0	1	8	12
IMG Bradenton Academics	2012	5	D	Estrada, Edward	14		1094	0	0	1	9
IMG Bradenton Academics	2012	17	D	Farrell, Andrew	4		360	0	0	0	3
IMG Bradenton Academics	2012	9	M	Geno, David	3		27			2	1
IMG Bradenton Academics	2012	20	F	Gonzalez, Steven	2		25				
IMG Bradenton Academics	2012	1	GK	Hoffer, Andrew	2		113				
IMG Bradenton Academics	2012	8	M	Kapor, Milovan	13	19	906	8	3	26	12
IMG Bradenton Academics	2012	20	F	Karpeh, Archie	3		93			2	1
IMG Bradenton Academics	2012	11	F	Kinoshita, Tomoyuki	16	4	1107	1	2	11	4
IMG Bradenton Academics	2012	17	D	Kucharski, Konrad	3		107			1	2
IMG Bradenton Academics	2012	6	D	Kutscher, Michael	15	1	1214	0	1	1	9
IMG Bradenton Academics	2012	14	M	Lister, Warren	4	1	222		1	5	
IMG Bradenton Academics	2012	18	F	Lobo, Marco	11	7	519	3	1	7	6
IMG Bradenton Academics	2012	9	F	Medina, Jose	1		21				
IMG Bradenton Academics	2012	15	F	Medina-Mendez, Diego	2	2	100	1	0	4	0
IMG Bradenton Academics	2012	12	D	Miller, George	2		44	0	0	0	0
IMG Bradenton Academics	2012	15	D	Paddock, Liam	4		164				1
IMG Bradenton Academics	2012	4	F	Roehn, Thomas	15	3	681	1	1	15	5
IMG Bradenton Academics	2012	12	M	Stigall, Jarod	16	5	1375	1	3	18	8
IMG Bradenton Academics	2012	0	GK	Thompson, Ryan	8		606	0	0	0	0
IMG Bradenton Academics	2012	21	F	Toh, Patrick	15	5	743	1	3	9	6
IMG Bradenton Academics	2012	22	D	Ugarte, Marcos	16	1	525	0	1	6	4
IMG Bradenton Academics	2012	1	GK	Uzcategui, Cody	3		204	0	0	0	0
IMG Bradenton Academics	2012	0	GK	Velez, Marco	1		22				
IMG Bradenton Academics	2012	7	M	Vitalis, Will	10	8	729	3	2	13	2
Mississippi Brilla	2012	13	M	Aguilar, Nick	9	2	69	1			4
Mississippi Brilla	2012	8	M	Belmar, Kharlton	12	5	285	2	1	10	3
Mississippi Brilla	2012	0	GK	Boerger, Phil	8		720				
Mississippi Brilla	2012	20	M	Bowie, Romena	4	1	347		1		3
Mississippi Brilla	2012	7	M	Brandao, Guilherme	12	2	970		2	7	13
Mississippi Brilla	2012	17	F	Buffington, Phillip	6	7	315	1	5	10	3
Mississippi Brilla	2012	6	D	Culbertson, Kyle	16		1316			3	13
Mississippi Brilla	2012	12	M	Farrell, Orrin	6	1	235		1	6	6
Mississippi Brilla	2012	13	M	Fisher, Devon	15	8	1173	3	2	24	10
Mississippi Brilla	2012	14	F	Forbes, Billy	11	6	376	2	2	9	5
Mississippi Brilla	2012	10	M	Girard, Jared	6	2	308	1		1	5
Mississippi Brilla	2012	1	GK	Griffin, Davis	9		777				
Mississippi Brilla	2012	23	D	Harvey, Garrett	16		1440			3	19
Mississippi Brilla	2012	9	F	Ikungo, Onesimus	4		52				
Mississippi Brilla	2012	3	D	Jones, Larry	1		4				
Mississippi Brilla	2012	10	M	Lemma, Anteneh	6	3	412		3	7	2
Mississippi Brilla	2012	5	M	Mawanda, Musa	4		329			1	4
Mississippi Brilla	2012	11	D	Moore, James	12		1027			6	5
Mississippi Brilla	2012	15	F	Ochieng, Chrispin	14	19	1077	8	3	21	11
Mississippi Brilla	2012	2	D	Owusu, Isaac	10		624				7
Mississippi Brilla	2012	12	M	Pereira, Thiago	1		79				2
Mississippi Brilla	2012	9	F	Porras, Alejandro	3		161			4	5
Mississippi Brilla	2012	4	M	Roberson, Stephen	11	5	528	2	1	12	10
Mississippi Brilla	2012	16	D	Shannon, Thomas	15	4	1326	2		4	7
Mississippi Brilla	2012	13	M	Sheard, Carl	7	2	585	1		3	4
Mississippi Brilla	2012	18	M	Silva, Felipe	15	20	1100	9	2	28	9
Ocala Stampede	2012		M	Albuquerque, Fellipe	5		218	0	0	1	2
Ocala Stampede	2012	14	F	Asante, Anthony	14	12	576	5	2	17	11
Ocala Stampede	2012	16	M	Ciambella, Bryce	6		71			2	2
Ocala Stampede	2012	15	M	Ciambella, Joshua	6	1	243	0	1	1	7
Ocala Stampede	2012	0	GK	Craggs, Lex	2		24				
Ocala Stampede	2012	4	D	Dawkins, Joseph	16		1434	0	0	2	13
Ocala Stampede	2012	24	M	De Oliveira, Talysson	10	3	712	1	1	11	8
Ocala Stampede	2012	0	GK	Diaz, Steven	13		1146			4	1
Ocala Stampede	2012	7	M	Dos Santos, Douglas	12	20	1005	8	4	19	14
Ocala Stampede	2012	10	M	Filimonovic, Nemanja	5		115			1	1
Ocala Stampede	2012	21	D	Garcia, Rayko	7		269			2	4
Ocala Stampede	2012	23	M	Goncalves, Igor	1		8				
Ocala Stampede	2012	22	D	Graham, Alexander	2		2				
Ocala Stampede	2012	26	M	Greco, Brian	1		14				
Ocala Stampede	2012	18	M	Griebsch, Christopher	9	1	630		1	11	6
Ocala Stampede	2012		D	Hadley, Alexander	5		83				
Ocala Stampede	2012	29	F	Hanley, Tishan	5	3	327	1	1	7	7
Ocala Stampede	2012	25	D	Harrison, Alexander	10	2	855	1		2	13
Ocala Stampede	2012	11	F	Janneh, Karamba	15	21	936	9	3	38	5
Ocala Stampede	2012	6	D	Jean Jacques, Bitielo	14		1252	0	0	0	9
Ocala Stampede	2012	30	D	Joseph, Jerome	6		540	0	0	1	5
Ocala Stampede	2012	5	M	McCarthy, Richmond	15	5	1325	0	5	17	11
Ocala Stampede	2012		M	Neill, Robert	4	2	294	1	0	4	3
Ocala Stampede	2012	8	F	Oliveira, Gabriel	5	2	267	1		6	4
Ocala Stampede	2012	1	GK	Parra, Doug	3		270	0	0	0	0
Ocala Stampede	2012	20	M	Penaforte, Rhuan	10	3	756	1	1	7	15
Ocala Stampede	2012	3	M	Silva, Christian	8		645	0	0	6	10
Ocala Stampede	2012	19	D	Stephens, Wyatt	2		14				
Ocala Stampede	2012	2	D	Stephenson, Michael	14	3	1170	0	3	5	9
Ocala Stampede	2012		F	Tenorio De Araujo, Carlos	6	15	540	7	1	13	3
Ocala Stampede	2012	13	F	Ugorji, Anthony	6		58	0	0	1	0
Orlando City U23	2012	9	F	Aduny, Moses	13	2	552	1	0	18	12
Orlando City U23	2012	19	M	Arico, Anthony	12	3	568	0	3	14	13
Orlando City U23	2012	0	GK	Baker, Keneil	1		90				
Orlando City U23	2012	10	M	Bergfeld, Johan	10	3	542	1	1	2	3
Orlando City U23	2012		M	Campbell, Ricardo	2		23	0	0	0	0
Orlando City U23	2012	14	M	De Mujica, Gonzalo	6	3	173	1	1	1	
Orlando City U23	2012	25	D	Diakhite, Oumar	15	8	1350	4	0	22	11
Orlando City U23	2012		D	Ebanks, Darvin	1		8				
Orlando City U23	2012	16	M	Fairhurst, Samuel	6	2	493		2	5	9
Orlando City U23	2012	6	D	Frandsen, Will	16	4	1314	2	0	22	5
Orlando City U23	2012	12	M	Graydon, David	14	6	535	2	2	13	8
Orlando City U23	2012	15	D	Griffin, Ryan	16	3	932	1	1	15	5
Orlando City U23	2012		M	Heath, Harrison	2		38			2	1
Orlando City U23	2012	23	F	Helm, Andrew	6	6	381	3	0	13	6
Orlando City U23	2012	2	F	Laidley, Jowayne	3		51	0	0	1	0
Orlando City U23	2012	17	M	MacDonald, Alexander	6	2	522	1		7	2
Orlando City U23	2012		M	Mbengue, Adama	10	1	584	0	1	17	8
Orlando City U23	2012	11	M	Mendoza Valezuela, Jonathan	15	10	1195	4	2	22	1
Orlando City U23	2012	1	GK	Moore, Brendan	13		1022				90
Orlando City U23	2012	13	M	Ocejo, Luis	9		440			1	3
Orlando City U23	2012		D	Pedraza, Ezequiel	2		119	0	0	3	0
Orlando City U23	2012	21	D	Reynolds, Sean	14	1	1208		1	5	17
Orlando City U23	2012	7	M	Russo, Nicolas	15	8	400	4		8	9
Orlando City U23	2012	26	GK	Sanders, Charles	5		328	0	0	0	0
Orlando City U23	2012		D	Sealey, Anton	1		16				1
Orlando City U23	2012		F	Sinclair, Sekani	2		32			4	2
Orlando City U23	2012	3	M	Sowers, Nicholas	9	1	494	0	1	15	3
Orlando City U23	2012	5	D	Toby, Joseph	16		1434	0	0	9	17
Orlando City U23	2012	20	F	Tulloch, McKauley	5	8	394	4		27	3
Orlando City U23	2012	8	M	Valimaa, Verneri	10	7	400	3	1	8	7
Orlando City U23	2012		M	Williams, Stephen	2		36	0	0	1	1
Orlando City U23	2012		F	Worley, Edvin	1		16				
Panama City Beach Pirates	2012	4	F	Adamson, Corey	14	4	332	2		7	6
Panama City Beach Pirates	2012	11	F	Alcaraz, Guillermo	10	2	455	1		7	5
Panama City Beach Pirates	2012	30	M	Brooks, John	2		14				
Panama City Beach Pirates	2012	1	GK	Crumpton, Jeremy	14	1	1209	0	1	0	0
Panama City Beach Pirates	2012			Dixon, Richard	1		90				
Panama City Beach Pirates	2012	20	F	Friesen, Matthew	14	9	904	4	1	11	13
Panama City Beach Pirates	2012	14	M	Goldberg, Eric	15		868			5	8
Panama City Beach Pirates	2012	19	F	Hoegg, Emmerich	9	2	358	1		3	3
Panama City Beach Pirates	2012	12	GK	Johnston III, Lee	3		186				
Panama City Beach Pirates	2012	21	D	Lightbourne, Michael	14		929			4	5
Panama City Beach Pirates	2012	10	F	Machado, Rafael	12	9	665	4	1	9	5
Panama City Beach Pirates	2012	26	M	Malloy, David	15	12	1229	2	8	12	15
Panama City Beach Pirates	2012	9	F	Menendez, Ricardo	13		510			3	8
Panama City Beach Pirates	2012	7	D	Nelson, Lance	13		964			10	13
Panama City Beach Pirates	2012	5	F	Ream, James	10		231			2	4
Panama City Beach Pirates	2012	31	M	Rogers, Ryan	4		101				1
Panama City Beach Pirates	2012	18	D	Russell, Robert	11		751			2	7
Panama City Beach Pirates	2012	17	D	Russell, Drew	15	4	1218	2		5	8
Panama City Beach Pirates	2012	32	M	Saye Jr., John	7		284			1	2
Panama City Beach Pirates	2012	3	D	Torres, Vincent	1		85				1
Panama City Beach Pirates	2012	3	D	Tovar, Jose	9		753			4	2
Panama City Beach Pirates	2012	8	M	Waldron, Marquel	15		1265			2	7
Panama City Beach Pirates	2012	15	F	Witmer, Tyler	14	7	791	3	1	15	12
Panama City Beach Pirates	2012	2	D	de Souza, Taian	16	2	1395		2	6	4
VSI Tampa Bay FC	2012	0	GK	Arnold, Michael	1		90				
VSI Tampa Bay FC	2012	19	M	Asare-Bediako, Ryan	2		22				
VSI Tampa Bay FC	2012	10	F	Barnett, Dwight	2		112			1	1
VSI Tampa Bay FC	2012	6	M	Blandon, Christian	9		713			3	15
VSI Tampa Bay FC	2012	20	D	Diehl, Nathan	7		270				2
VSI Tampa Bay FC	2012	18	D	Duffy, Matthew	16	1	1350		1	7	7
VSI Tampa Bay FC	2012	11	D	Fairclough, Ashani	5		439				9
VSI Tampa Bay FC	2012	19	M	Filimonovic, Nemanja	3		46				1
VSI Tampa Bay FC	2012	24	M	Garbee, Josh	1		16				
VSI Tampa Bay FC	2012	5	M	Garcia, Raul	10	6	279	3		9	7
VSI Tampa Bay FC	2012	3	M	Gobeil Cruz, Berian	8		289			2	9
VSI Tampa Bay FC	2012	4	F	Herrera, Edgar	4		170			1	3
VSI Tampa Bay FC	2012	17	F	Hogg, Kenneth	15	12	1350	4	4	17	10
VSI Tampa Bay FC	2012	16	D	Jones, Deion	8	2	228	1		6	
VSI Tampa Bay FC	2012	13	D	Koshko, Jonathan	14		1196			2	4
VSI Tampa Bay FC	2012	7	M	Long, Glen	6	1	293		1	4	
VSI Tampa Bay FC	2012	9	D	McGuinness, Jamie	16	7	1235	1	5	12	16
VSI Tampa Bay FC	2012	12	M	Montoya, Eusebio	15	12	1276	6		19	10
VSI Tampa Bay FC	2012	0	GK	Muhammad, Brentton	11		886				
VSI Tampa Bay FC	2012	8	M	Navas, Andres	12	2	568	1		7	5
VSI Tampa Bay FC	2012	14	M	Nicholls, Kyle	7	2	496	1		4	9
VSI Tampa Bay FC	2012	1	GK	Osswald, Eric	7		460				
VSI Tampa Bay FC	2012	23	D	Panter, Michael	1		45				
VSI Tampa Bay FC	2012	26	D	Roberts, Wayne	2		180				1
VSI Tampa Bay FC	2012	25	M	Rockwell, Max	3	2	232	1		3	3
VSI Tampa Bay FC	2012	22	D	Sweat, Benjamin	13		1047			3	9
VSI Tampa Bay FC	2012	10	F	Tenorio De Araujo, Carlos	10	7	864	3	1	14	15
VSI Tampa Bay FC	2012	15	M	Thuriere, Sebastien	15	4	1197	2		14	14
VSI Tampa Bay FC	2012	2	M	Vandermaas-Peeler, Cooper	5		252				3
VSI Tampa Bay FC	2012	21	M	Wixted, Shane	7		146				7
Fraser Valley Mariners FC	2012	21	M	Adlani, Omar	12	1	715	0	1	4	10
Fraser Valley Mariners FC	2012	5	M	Aziz, Mohammad	1		31				1
Fraser Valley Mariners FC	2012	10	M	Bow, Peter	14		1099	0		8	10
Fraser Valley Mariners FC	2012	5	D	Byrne, Koby	11		990	0	0	2	9
Fraser Valley Mariners FC	2012	12	D	Claibounre-Collins, Ethan	5	2	433	1	0	7	4
Fraser Valley Mariners FC	2012	11	D	Cordeiro, Jason	6		540	0	0	0	7
Fraser Valley Mariners FC	2012	10	D	Fadden, Grant	2		121				
Fraser Valley Mariners FC	2012	18	D	Haigh, Davin	6		451	0	0	1	3
Fraser Valley Mariners FC	2012	11	M	Hillis, Jevin	6		443			3	1
Fraser Valley Mariners FC	2012	21	M	Isidro, Justin	8	2	720	1		6	9
Fraser Valley Mariners FC	2012	15	D	Ismail, Ashif	3		232				2
Fraser Valley Mariners FC	2012	23	M	Kekec, Adrian	16	4	1277	2	0	16	14
Fraser Valley Mariners FC	2012	9	M	Kosub, Geoff	7		408	0	0	14	3
Fraser Valley Mariners FC	2012	1	GK	Lally, Amraj	4		332				1
Fraser Valley Mariners FC	2012	4	M	MacKinnon, Spencer	11		721			2	6
Fraser Valley Mariners FC	2012	12	F	Martinez-Gallardo, Alex	5		182			1	1
Fraser Valley Mariners FC	2012	8	F	Molendijk, Daniel	16		1215	0	0	8	18
Fraser Valley Mariners FC	2012	17	M	Moore, Nolan	6		540			3	6
Fraser Valley Mariners FC	2012	20	M	Mora Perea, Juan Pablo	3		225			2	1
Fraser Valley Mariners FC	2012	3	D	O'Neill, Colton	16		1440	0	0	1	4
Fraser Valley Mariners FC	2012	7	M	Phillips, Andy	7		180	0	0	0	0
Fraser Valley Mariners FC	2012	21	F	Robsinson, Craig	7		539			6	11
Fraser Valley Mariners FC	2012	14	F	Rosenlund, Matt	12		631	0	0	4	5
Fraser Valley Mariners FC	2012	1	GK	Village, Mark	15		1288	0	0	0	0
Fraser Valley Mariners FC	2012	2	M	Wallington, Dustin	7		581	0	0	4	3
Fraser Valley Mariners FC	2012	17	M	Wallington, Davis	4		156	0	0	0	0
Fraser Valley Mariners FC	2012	6	D	Wantke, Brent	4		360			1	5
Kitsap Pumas	2012	9	F	Bettencourt, Christopher	6	2	367	1	0	15	5
Kitsap Pumas	2012	0	GK	Brim, Dustyn	2		135				
Kitsap Pumas	2012	18	M	Fabian, Daniel	16	1	918	0	1	2	7
Kitsap Pumas	2012	15	M	Fauske, Elliot	12	3	1063	0	3	5	13
Kitsap Pumas	2012	8	M	Friesen, Matt	16	20	1342	10	0	32	25
Kitsap Pumas	2012	19	M	Guzman Villar, Eder	3		82			2	2
Kitsap Pumas	2012	23	F	Hidalgo, Luis Enrique	10	1	477	0	1	6	6
Kitsap Pumas	2012	5	D	Hyde, Taylor	6		309	0	0	2	7
Kitsap Pumas	2012	13	D	Jensen, Drew	13		318	0	0	2	5
Kitsap Pumas	2012	11	M	Johnson, Kyle	15	9	1260	3	3	13	12
Kitsap Pumas	2012	1	GK	Lubin, Zac	15		1305	0	0	0	0
Kitsap Pumas	2012	24	M	MacLeod, Daniel	11	1	657	0	1	4	0
Kitsap Pumas	2012	21	M	Mahon, Zackery	2		23	0	0	0	0
Kitsap Pumas	2012	2	D	Medina, Kristoffer	14		1120	0	0	3	8
Kitsap Pumas	2012	16	F	Miley, Greg	14	10	798	4	2	16	8
Kitsap Pumas	2012	7	D	Mohn, Stephen	16		1440	0	0	3	11
Kitsap Pumas	2012	22	F	Robbins, Jarrett	11	1	321	0	1	1	10
Kitsap Pumas	2012	6	D	Robbins, Justin	15	5	1305	2	1	4	12
Kitsap Pumas	2012	17	D	Sampson, Zack	14	3	1096	1	1	2	7
Kitsap Pumas	2012	21	M	Stoddard, Justin	1		52				
Kitsap Pumas	2012	12	F	Truax, Ben	16	17	1328	8	1	30	18
Kitsap Pumas	2012	4	M	Zipperstein, Sam	6		47	0	0	1	0
North Sound SeaWolves FC	2012	17	F	Aman, Abdulwali	11	10	977	5	0	26	13
North Sound SeaWolves FC	2012	11	M	Axelson, Michael	3		198			2	1
North Sound SeaWolves FC	2012	11	M	Ballew, Brady	12	10	1028	3	4	16	5
North Sound SeaWolves FC	2012	5	D	Bandeira, Renato	7		505				9
North Sound SeaWolves FC	2012	9	F	Beasley, Quinton	11	6	750	3	0	17	3
North Sound SeaWolves FC	2012	18	D	Blair, Ryan	5		341	0	0	0	0
North Sound SeaWolves FC	2012	18	D	Brambila, Jorge	1		45			2	2
North Sound SeaWolves FC	2012	5	M	Chaney, Derik	10		413	0	0	3	1
North Sound SeaWolves FC	2012	8	M	Conrad, Mark	7		431	0	0	9	4
North Sound SeaWolves FC	2012	14	D	Cook, Kevin	11	2	990	1	0	3	6
North Sound SeaWolves FC	2012	16	M	Correa, Jordan	3	1	200		1		3
North Sound SeaWolves FC	2012	24	D	Elliott, Benjamin	4		262				5
North Sound SeaWolves FC	2012	7	F	Fonseca, Joao	2		65			1	
North Sound SeaWolves FC	2012	0	GK	Gaul, Evan	1		45				
North Sound SeaWolves FC	2012	16	M	Hamilton, Joshua	7		196	0	0	1	1
North Sound SeaWolves FC	2012	30	D	Hill, David	6	3	540	1	1	1	5
North Sound SeaWolves FC	2012	23	M	Hill, Andrew	6		175			1	2
North Sound SeaWolves FC	2012	15	D	Jammeh, Buba	7		525	0	0	2	9
North Sound SeaWolves FC	2012	15	D	Kim, Mitchell	3		156				1
North Sound SeaWolves FC	2012	6	F	Klug, Jessy	4		281			2	6
North Sound SeaWolves FC	2012	21	M	Kosaka, Marshall	13	4	1148	1	2	10	12
North Sound SeaWolves FC	2012	1	GK	Lazar, Claudio	12		957	0	0	0	0
North Sound SeaWolves FC	2012	3	D	Meehen, Zane	3		60	0	0	0	0
North Sound SeaWolves FC	2012	7	M	Modupe-Ojo, Ibukunoluwa	3		225			3	3
North Sound SeaWolves FC	2012	19	M	Otusanya, Josh	6		296				2
North Sound SeaWolves FC	2012	10	F	Rodriguez, Nasyir	15	5	930	2	1	11	10
North Sound SeaWolves FC	2012	0	GK	Rodriguez, Elmer	2		180				
North Sound SeaWolves FC	2012	24	D	Santoro, Giancarlo	8		628	0	0	0	5
North Sound SeaWolves FC	2012	2	D	Strangis, Christian	7		515				6
North Sound SeaWolves FC	2012	20	D	Thomas, Devin	7		427	0	0	1	3
North Sound SeaWolves FC	2012	4	D	Tibbetts, Gene	12		811	0	0	2	19
North Sound SeaWolves FC	2012	24	F	Tolo, Tody	2		124			1	8
North Sound SeaWolves FC	2012	8	M	Tsuji, Junpei	10		900	0	0	5	9
North Sound SeaWolves FC	2012	1	GK	Wildfong, Andrew	3		258				
Portland Timbers U-23s	2012	0	GK	Baarts, Justin	4		136	0	0	0	0
Portland Timbers U-23s	2012	9	M	Carillo, Richard	9		238	0	0	1	4
Portland Timbers U-23s	2012	4	M	De Mare, Joey	10		102	0	0	2	2
Portland Timbers U-23s	2012	15	M	Evans, Steven	15	9	1268	4	1	20	21
Portland Timbers U-23s	2012	10	M	Farfan, Roberto	15	3	936	1	1	14	13
Portland Timbers U-23s	2012	8	D	Granger, Brock	1	1	90		1		1
Portland Timbers U-23s	2012	6	M	Hamer, Nicholas	10	1	267	0	1	1	5
Portland Timbers U-23s	2012	11	D	Harms, Chris	13	2	1042	1	0	3	13
Portland Timbers U-23s	2012	21	D	Hewett, Evyn	15		1340	0	0	6	7
Portland Timbers U-23s	2012	16	D	Hobbs, Anthony	16		1293	0	0	3	14
Portland Timbers U-23s	2012	19	F	Hurtado, Erik	10	13	684	6	1	32	16
Portland Timbers U-23s	2012	22	D	Matte, Reed	11	2	660	0	2	6	7
Portland Timbers U-23s	2012	5	M	McFarlin, John	8		246	0	0	1	3
Portland Timbers U-23s	2012	17	M	Miller, Eric	6	2	540	1	0	5	9
Portland Timbers U-23s	2012	14	F	Phillips, Clark	15	8	512	4	0	14	9
Portland Timbers U-23s	2012	18	M	Ribeiro, Andrew	14	6	1240	2	2	21	21
Portland Timbers U-23s	2012	1	GK	Richey, Spencer	14	1	1213	0	1	0	0
Portland Timbers U-23s	2012	30	GK	Rogers, Keegan	2		99	0	0	0	0
Portland Timbers U-23s	2012	23	D	Seymore, William	12		614	0	0	2	4
Portland Timbers U-23s	2012	12	F	Sherrod, Mark	16	23	1240	10	3	60	27
Portland Timbers U-23s	2012	13	D	Tonkel, Marc	9		753	0	0	2	3
Portland Timbers U-23s	2012	7	M	Vickers, Cameron	15	16	1034	4	8	18	15
Portland Timbers U-23s	2012	20	F	Welshman, Emery	12	4	323	2	0	12	5
Sounders FC U23	2012	15	D	Arena, Anthony	10		841	0	0	3	3
Sounders FC U23	2012	26	D	Brockway, Brandon	5		316	0	0	1	0
Sounders FC U23	2012	6	D	Brundage, Chris	8		679	0	0	0	4
Sounders FC U23	2012	21	F	Crim, Tyson	3		46				1
Sounders FC U23	2012	18	M	Diaz de Leon, Mauricio	5	1	213		1	4	2
Sounders FC U23	2012	9	F	Dipasquale, Facundo	13	1	422		1	5	10
Sounders FC U23	2012	14	M	Esteves, Luis	12	3	570	1	1	3	6
Sounders FC U23	2012	16	F	Foxhoven, Zack	3	2	77	1		1	1
Sounders FC U23	2012	26	M	Gray, Daniel	3		49				2
Sounders FC U23	2012	31	GK	Greiling, Rodney	1		45				
Sounders FC U23	2012	4	M	Hanson, Chase	1		90				
Sounders FC U23	2012	0	GK	Herman, Ryan	1		45				
Sounders FC U23	2012	1	GK	Herrick, Doug	14	1	1260	0	1	0	0
Sounders FC U23	2012	7	M	Jamael, Cox	14	6	534	2	2	10	9
Sounders FC U23	2012	11	F	Jones, Darwin	9	10	420	4	2	20	7
Sounders FC U23	2012	19	F	Kelly, Liam	5		185			4	2
Sounders FC U23	2012	27	D	Larson, Balin	2		180				2
Sounders FC U23	2012	3	D	Lee, Mark	15		1273	0	0	1	17
Sounders FC U23	2012	13	M	McCluskey, Nick	15		1206			7	24
Sounders FC U23	2012	12	M	McIntosh, Bradley	2		98				1
Sounders FC U23	2012	10	F	Monge, Fernando	15	12	1218	5	2	13	17
Sounders FC U23	2012	17	M	Morris, Sean	16	11	1189	5	1	23	8
Sounders FC U23	2012	23	F	Okoli, Sean	10	8	765	4	0	21	17
Sounders FC U23	2012	5	D	Peay, Taylor	4		235			1	2
Sounders FC U23	2012	16	M	Peterson, Troy	7	1	489	0	1	1	5
Sounders FC U23	2012	22	M	Potenciano, Esteban	4	3	85	1	1	2	
Sounders FC U23	2012	8	M	Quinn, Aodhan	15	15	1091	6	3	20	14
Sounders FC U23	2012	4	D	Raskasky, Nicholas	1		45				
Sounders FC U23	2012	5	M	Sanchez, Dennis	1		45				
Sounders FC U23	2012	2	D	Uyehara, Michael	8	2	572	1		2	7
Sounders FC U23	2012	20	D	Yedlin, DeAndre	16	3	1440	1	1	6	11
Vancouver Whitecaps FC U-23	2012	22	M	Alderson, Bryce	5		399			6	4
Vancouver Whitecaps FC U-23	2012	24	F	Barbara, Etienne	1		45			5	1
Vancouver Whitecaps FC U-23	2012	25	D	Boxall, Michael	2	2	180	1		2	3
Vancouver Whitecaps FC U-23	2012	3	F	Cain, Wesley	2		72			1	
Vancouver Whitecaps FC U-23	2012	23	F	Clarke, Caleb	7	11	536	5	1	18	5
Vancouver Whitecaps FC U-23	2012	13	F	DeBoice, Spencer	2		37				2
